1;44177;FELONY;0101000020D7080000FDFFFFFFCD902E415DF8FFFF975C0C41
2;72498;FELONY;0101000020D7080000F4FFFFFF5D842E41C0F7FFFF4FE20741
3;35019;FELONY;0101000020D7080000FEFFFFFFB5432E4141F7FFFF07720A41
4;106052;FELONY;0101000020D708000003000000985A2E4148F8FFFF17800841
5;62617;FELONY;0101000020D708000008000000E4762E41C8F8FFFF3F820541
6;114701;FELONY;0101000020D70800000D00000054632E41C8F7FFFF17DC0541
7;32518;FELONY;0101000020D7080000FBFFFFFF15552E41E8F7FFFFD7460A41
8;48847;FELONY;0101000020D7080000100000009CF12E410AF8FFFFCF3F0D41
9;33268;FELONY;0101000020D70800000300000032632E4188F8FFFF3FE80641
10;67476;FELONY;0101000020D7080000DEFFFFFFA32C2E41CBF7FFFFA7220941
11;78293;FELONY;0101000020D7080000F1FFFFFFF7472E41DCF7FFFF57810A41
12;58250;FELONY;0101000020D70800000600000060002E41D4F8FFFFBF9C0941
13;98427;FELONY;0101000020D7080000FBFFFFFFFFF02E4128F7FFFF47F70541
14;99828;FELONY;0101000020D70800000A0000004ED32E41D8FBFFFFD3611041
15;106771;FELONY;0101000020D7080000E7FFFFFF036C2E41CDF8FFFFB7E40641
16;45060;FELONY;0101000020D70800000F000000B6882E419BF7FFFFD7000641
17;14254;FELONY;0101000020D7080000FAFFFFFFC9BF2E415BF8FFFF37390B41
18;111034;FELONY;0101000020D7080000100000000AE02E415EF8FFFFAF3A0541
19;37551;FELONY;0101000020D7080000090000006A202E4108F8FFFF07F80A41
20;47735;FELONY;0101000020D7080000E9FFFFFF6F122D4151F8FFFF4F640241
21;112865;FELONY;0101000020D70800000A000000BE222F41BAF8FFFFFFBB0941
22;5187;FELONY;0101000020D7080000F8FFFFFF5F202E414BF9FFFF7F200941
23;106973;FELONY;0101000020D7080000F4FFFFFFB3032F414EF9FFFF6FD60941
24;112590;FELONY;0101000020D7080000D6FFFFFF65BB2E4139F8FFFFE7F40D41
25;11063;FELONY;0101000020D70800000E00000002282F41D2F7FFFFC7070F41
26;15639;FELONY;0101000020D7080000F5FFFFFFABED2D4198F7FFFFFFDD0341
27;30201;FELONY;0101000020D7080000F4FFFFFF83B02E417EF8FFFF87E70441
28;84516;FELONY;0101000020D7080000FCFFFFFF7D0B2E41ABF7FFFF277A0A41
29;46305;FELONY;0101000020D7080000F3FFFFFF3D322F41B5F7FFFF77A30D41
30;106642;FELONY;0101000020D70800000E0000005C7F2E419FF8FFFF37830C41
31;72060;FELONY;0101000020D7080000F6FFFFFF73022E4174F8FFFF97C80941
32;32563;FELONY;0101000020D7080000F9FFFFFFD1FF2C41EFF7FFFFEF3E0241
